network_id,module,gene_set,overlap,module_size,network_background_size,available_gene_set_size,odds_ratio,p_value,FDR
AD_DLPFC,midnightblue,Core iron,14,1974,14798,90,1.1980948450116176,0.5330579173848017,0.9243442742085805
AD_DLPFC,lightcyan,Core iron,9,1268,14798,90,1.1869051744042984,0.5711706060195049,0.9243442742085805
AD_DLPFC,yellow,Core iron,8,1688,14798,90,0.7565757217921062,0.616305145552412,0.9243442742085805
AD_DLPFC,cyan,Core iron,13,1905,14798,90,1.1435923885925237,0.6354866885183991,0.9243442742085805
AD_DLPFC,green,Core iron,16,2513,14798,90,1.057361550187295,0.7796624779830948,0.9395014762237327
AD_DLPFC,salmon,Core iron,11,2008,14798,90,0.8862507257001544,0.8770630296945552,0.9395014762237327
AD_DLPFC,black,Core iron,13,2098,14798,90,1.022137873297468,0.8800885466927977,0.9395014762237327
AD_DLPFC,turquoise,Core iron,13,2111,14798,90,1.0147574504078158,0.8807826339597494,0.9395014762237327
AD_DLPFC,red,Core iron,6,1108,14798,90,0.8819047236170402,1.0000000000000002,1
AD_ERC,brown,Broad iron,20,1224,14429,126,2.052618519685352,0.005691697320252451,0.14229243300631128
AD_ERC,darkred,Broad iron,24,1823,14429,126,1.6353441680243133,0.041781869609253404,0.46743029975100114
AD_ERC,darkturquoise,Broad iron,26,2092,14429,126,1.5399321211851682,0.05609163597012013,0.46743029975100114
AD_ERC,royalblue,Broad iron,28,2516,14429,126,1.3567654696037295,0.15727273969819322,0.9311872090122365
AD_ERC,black,Broad iron,19,1623,14429,126,1.4057938550065467,0.2000686044082893,0.9311872090122365
AD_ERC,salmon,Broad iron,22,3157,14429,126,0.753594675759422,0.2785628876286378,0.9311872090122365
AD_ERC,lightyellow,Broad iron,21,1977,14429,126,1.2624460591162723,0.36090577787691247,0.9311872090122365
AD_ERC,blue,Broad iron,22,2140,14429,126,1.2169616261187175,0.37972354478853837,0.9311872090122365
AD_ERC,red,Broad iron,8,1242,14429,126,0.7180591897989362,0.4277978110608153,0.9311872090122365
AD_ERC,magenta,Broad iron,10,916,14429,126,1.2747139550719033,0.4596552794548155,0.9311872090122365
AD_ERC,lightcyan,Broad iron,10,939,14429,126,1.241023443598315,0.4678176835782144,0.9311872090122365
AD_ERC,tan,Broad iron,6,1004,14429,126,0.6665762892428505,0.47872120177525834,0.9311872090122365
AD_ERC,turquoise,Broad iron,19,2599,14429,126,0.8068549201775159,0.48421734868636296,0.9311872090122365
AD_ERC,grey60,Broad iron,16,1675,14429,126,1.1085355582619463,0.6750811318395724,0.9999999999999998
AD_ERC,orange,Broad iron,13,1733,14429,126,0.8416624241601495,0.6793523548248026,0.9999999999999998
AD_ERC,lightgreen,Broad iron,7,1015,14429,126,0.7758503581801633,0.7246707991446758,0.9999999999999998
AD_ERC,yellow,Broad iron,12,1290,14429,126,1.0728343458599365,0.7542899548415202,0.9999999999999998
AD_ERC,green,Broad iron,11,1433,14429,126,0.866444833603916,0.7653007572478376,0.9999999999999998
AD_ERC,midnightblue,Broad iron,7,962,14429,126,0.8221762139533562,0.8566699334199942,0.9999999999999998
AD_ERC,darkgrey,Broad iron,14,1539,14429,126,1.0473857458992202,0.8843717696097441,0.9999999999999998
AD_ERC,pink,Broad iron,17,1923,14429,126,1.0144161520240205,0.8956999606884118,0.9999999999999998
AD_ERC,greenyellow,Broad iron,7,863,14429,126,0.9240689130874117,0.9999999999999996,0.9999999999999998
AD_ERC,cyan,Broad iron,16,1822,14429,126,1.0065033612747927,0.9999999999999997,0.9999999999999998
AD_ERC,darkgreen,Broad iron,12,1419,14429,126,0.9648011316324874,0.9999999999999997,0.9999999999999998
AD_ERC,purple,Broad iron,8,931,14429,126,0.9827948389612781,0.9999999999999998,0.9999999999999998
AD_ERC,greenyellow,Copper,6,863,14429,32,3.645405211666969,0.010696350767696199,0.26740876919240497
AD_ERC,lightcyan,Copper,4,939,14429,32,2.0566983215861465,0.15188593376199938,0.8908978141931057
AD_ERC,darkgreen,Copper,5,1419,14429,32,1.7002412121951258,0.23797320324151647,0.8908978141931057
AD_ERC,green,Copper,5,1433,14429,32,1.6817576676315076,0.24236014550986976,0.8908978141931057
AD_ERC,turquoise,Copper,3,2599,14429,32,0.47028346508467694,0.25409315491984835,0.8908978141931057
AD_ERC,grey60,Copper,6,1675,14429,32,1.7597857842968327,0.25998633425905937,0.8908978141931057
AD_ERC,cyan,Copper,6,1822,14429,32,1.5986662648159198,0.2848760545732501,0.8908978141931057
AD_ERC,darkred,Copper,6,1823,14429,32,1.5976594806538598,0.2850873005417938,0.8908978141931057
AD_ERC,yellow,Copper,1,1290,14429,32,0.32805246946229677,0.35940139164114,0.9983371990031666
AD_ERC,darkturquoise,Copper,6,2092,14429,32,1.3619017899276473,0.45289766127355857,1
