geneSymbol,moduleColor
USP5,bisque4
UTRN,bisque4
VARS,bisque4
VASP,bisque4
VEPH1,bisque4
VGLL4,bisque4
VPRBP,bisque4
VPS13B,bisque4
VPS54,bisque4
VTI1B,bisque4
VTRNA1-1,bisque4
VWA3B,bisque4
VWA5B2,bisque4
WBSCR17,bisque4
WDR11,bisque4
WDR18,bisque4
WDR37,bisque4
WDR51B,bisque4
WDR93,bisque4
WNK1,bisque4
WNT3A,bisque4
WNT6,bisque4
WNT8B,bisque4
WTAP,bisque4
WWC2,bisque4
WWOX,bisque4
WWP1,bisque4
XPC,bisque4
XRCC2,bisque4
XRCC4,bisque4
XRN2,bisque4
YEATS2,bisque4
YIPF7,bisque4
YPEL5,bisque4
ZBTB16,bisque4
ZBTB17,bisque4
ZBTB38,bisque4
ZBTB48,bisque4
ZBTB7A,bisque4
ZBTB8A,bisque4
ZC3H8,bisque4
ZCCHC3,bisque4
ZDHHC13,bisque4
ZDHHC21,bisque4
ZDHHC4,bisque4
ZDHHC5,bisque4
ZEB2,bisque4
ZFC3H1,bisque4
ZFP161,bisque4
ZIC1,bisque4
ZKSCAN5,bisque4
ZMIZ2,bisque4
ZNF12,bisque4
ZNF121,bisque4
ZNF132,bisque4
ZNF155,bisque4
ZNF16,bisque4
ZNF235,bisque4
ZNF24,bisque4
ZNF25,bisque4
ZNF284,bisque4
ZNF295,bisque4
ZNF330,bisque4
ZNF347,bisque4
ZNF35,bisque4
ZNF384,bisque4
ZNF408,bisque4
ZNF451,bisque4
ZNF460,bisque4
ZNF461,bisque4
ZNF488,bisque4
ZNF498,bisque4
ZNF502,bisque4
ZNF559,bisque4
ZNF568,bisque4
ZNF593,bisque4
ZNF684,bisque4
ZNF691,bisque4
ZNF696,bisque4
ZNF697,bisque4
ZNF704,bisque4
